,tip_name,ratio,size
5766,CY256069,1.0,7
5767,CY264235,1.0,7
5768,MG974610,1.0,8
5769,MH246663,1.0,8
5770,CY260130,1.0,8
5771,MH246407,1.0,8
5772,CY265053,1.0,8
5773,CY250699,1.0,8
5774,CY264131,1.0,8
5775,MH600922,1.0,8
5776,MH307175,1.0,7
5777,MH126817,1.0,7
5778,CY258332,1.0,7
5779,MH131374,1.0,7
5780,MH294939,1.0,7
5781,CY261232,1.0,7
5782,MH082364,1.0,7
5783,MH081865,1.0,7
5784,CY264545,1.0,7
5785,MH701348,1.0,7
5786,MH294743,1.0,7
5787,MH294806,1.0,7
5788,MH294728,1.0,7
5789,CY255965,1.0,7
5790,CY263192,1.0,7
5791,MH601963,1.0,7
5792,MH601513,1.0,7
5793,MH601643,1.0,7
5794,CY261463,1.0,7
5795,CY258100,1.0,7
5796,MH081850,1.0,7
5797,MH669458,1.0,7
5798,MH294732,1.0,7
5799,CY255917,1.0,7
5800,CY255981,1.0,7
5801,MH601351,1.0,7
5802,MH601386,1.0,7
5803,CY258052,1.0,7
5804,CY250563,1.0,7
5805,MH601378,1.0,7
5806,CY255901,1.0,7
5807,MH586220,1.0,7
5808,MH131294,1.0,7
5809,CY255869,1.0,7
5810,CY244649,1.0,7
5811,MH540968,1.0,7
5812,MH080043,1.0,7
5813,CY264798,1.0,7
5814,MH294853,1.0,7
5815,MH294855,1.0,7
5816,MH126969,1.0,7
5817,MG974698,1.0,7
5818,MH294856,1.0,7
5819,MH294854,1.0,7
5820,MH602031,1.0,7
5821,MH126809,1.0,7
5822,CY259994,1.0,7
5823,MH294954,1.0,7
5824,MH586284,1.0,7
5825,MH294811,1.0,7
5826,MH602041,1.0,7
5827,CY260833,1.0,7
5828,MH127225,1.0,7
5829,MH306815,1.0,7
5830,MH131558,1.0,7
5831,MH294862,1.0,7
5832,MH294759,1.0,7
5833,CY260066,1.0,7
5834,MH306784,1.0,7
5835,CY256221,1.0,7
5836,MH294729,1.0,7
5837,CY260018,1.0,7
5838,CY245470,1.0,7
5839,CY261280,1.0,7
5840,MG830962,1.0,7
5841,MH586132,1.0,7
5842,CY250404,1.0,7
5843,CY260726,1.0,7
5844,MH600689,1.0,7
5845,MH307359,1.0,7
5846,MH131230,1.0,7
5847,MG830975,1.0,7
5848,CY266082,1.0,7
5849,CY265085,1.0,7
5850,MH131278,1.0,7
5851,MG914195,1.0,7
5852,MG914267,1.0,7
5853,MG914331,1.0,7
5854,MH701148,1.0,7
5855,MH701164,1.0,7
5856,MG914299,1.0,7
5857,MH701452,1.0,7
5858,MH701004,1.0,7
5859,MG914307,1.0,7
5860,MG914115,1.0,7
5861,MG914235,1.0,7
5862,MH701492,1.0,7
5863,MH294805,1.0,7
5864,MG914171,1.0,7
5865,MH701308,1.0,7
5866,MH701316,1.0,7
5867,MH701532,1.0,7
5868,MH701428,1.0,7
5869,MG914179,1.0,7
5870,MG914363,1.0,7
5871,MH079899,1.0,7
5872,MH585876,1.0,7
5873,MH729429,1.0,7
5874,MH126441,1.0,7
5875,MG830882,1.0,7
5876,MH358510,1.0,7
5877,MH127001,1.0,7
5878,MH701156,1.0,6
5879,MG914355,1.0,6
5880,MH701132,1.0,6
5881,MG914211,1.0,6
5882,MG914347,1.0,6
5883,MH082004,1.0,6
5884,CY258324,1.0,6
5885,MH079915,1.0,6
5886,MH233423,1.0,6
5887,CY264417,1.0,5
5888,CY239976,1.0,4
5889,MH294804,1.0,5
5890,CY258284,1.0,5
5891,MH294902,1.0,5
5892,CY255989,1.0,5
5893,CY258460,1.0,5
5894,CY256013,1.0,5
5895,MH585972,1.0,5
5896,MH127369,1.0,5
5897,CY258108,1.0,5
5898,CY265197,1.0,5
5899,CY258396,1.0,5
5900,CY260622,1.0,5
5901,CY256029,1.0,5
5902,MH126793,1.0,5
5903,MH586415,1.0,5
5904,MH080003,1.0,5
5905,CY250555,1.0,5
5906,MH586431,1.0,5
5907,MH127201,1.0,5
5908,CY245462,1.0,5
5909,MG974338,1.0,4
5910,MH294952,1.0,4
5911,MH080019,1.0,4
5912,CY261065,1.0,4
5913,MH082476,1.0,4
5914,MH294710,1.0,4
5915,MH294927,1.0,4
5916,CY261623,1.0,4
5917,MH233533,1.0,4
5918,MH083094,1.0,4
5919,MG066685,1.0,4
5920,MG279278,1.0,4
5921,MH701268,1.0,4
5922,CY260718,1.0,4
5923,CY260390,1.0,4
5924,MH294711,1.0,4
5925,CY245278,1.0,4
5926,CY257725,1.0,4
5927,CY255813,1.0,4
5928,CY245166,1.0,4
5929,MH600833,1.0,4
5930,MH586388,1.0,6
5931,MH602019,1.0,6
5932,MH586340,1.0,6
5933,MH126457,1.0,6
5934,MH601474,1.0,6
5935,MH127233,1.0,6
5936,MH358472,1.0,6
5937,MH601594,1.0,6
5938,MH294807,1.0,6
5939,MH294904,1.0,6
5940,MH127010,1.0,6
5941,MH306773,1.0,6
5942,CY264934,1.0,6
5943,MH306975,1.0,6
5944,MH701284,1.0,6
5945,MH586052,1.0,6
5946,MH082620,1.0,6
5947,MG974890,1.0,6
5948,MG830987,1.0,6
5949,MH307207,1.0,6
5950,CY265037,1.0,6
5951,CY265045,1.0,6
5952,MH601745,1.0,6
5953,MH600889,1.0,6
5954,CY258021,1.0,6
5955,MH585932,1.0,6
5956,MH080219,1.0,6
5957,CY256269,1.0,6
5958,MH082764,1.0,6
5959,MH294900,1.0,6
5960,MH294942,1.0,6
5961,CY265005,1.0,6
5962,CY264115,1.0,6
5963,MH307162,1.0,6
5964,CY260969,1.0,6
5965,MH126962,1.0,6
5966,MH126564,1.0,6
5967,CY264790,1.0,6
5968,MH443659,1.0,6
5969,CY260763,1.0,6
5970,CY260058,1.0,6
5971,MH443564,1.0,6
5972,MH306967,1.0,6
5973,MH082587,1.0,6
5974,MH669779,1.0,6
5975,MH294950,1.0,6
5976,MH294733,1.0,6
5977,MH669651,1.0,6
5978,MH540775,1.0,6
5979,MH246559,1.0,6
5980,CY261137,1.0,6
5981,MH443620,1.0,6
5982,MH306991,1.0,6
5983,MH600849,1.0,6
5984,MH586444,1.0,5
5985,MH246311,1.0,5
5986,MH294895,1.0,4
5987,MH307063,1.0,4
5988,CY249931,1.0,4
5989,CY260583,1.0,4
5990,MH600575,0.8333333333333334,6
5991,MH585868,0.8333333333333334,6
5992,MH600681,0.8333333333333334,6
5993,MH082100,0.8333333333333334,6
5994,MH083156,0.8333333333333334,6
5995,MH294922,0.8333333333333334,6
5996,MH358566,0.8333333333333334,6
5997,MH294943,0.8333333333333334,6
5998,MH294903,0.8333333333333334,6
5999,MH294872,0.8333333333333334,6
6000,CY250603,0.8333333333333334,6
6001,MH246567,0.8333333333333334,6
6002,MH701572,0.8333333333333334,6
6003,MH701116,0.8333333333333334,6
6004,MH601097,0.8333333333333334,6
6005,MH307098,1.0,5
6006,MH246343,1.0,5
6007,MH126662,1.0,5
6008,MH126833,1.0,5
6009,MH294765,1.0,5
6010,CY245254,1.0,5
6011,MH358678,1.0,5
6012,MG831041,1.0,5
6013,CY261193,1.0,5
6014,MH082580,1.0,5
6015,MH246847,1.0,5
6016,MH246599,1.0,5
6017,CY261185,1.0,5
6018,MH306925,1.0,5
6019,MH586012,1.0,5
6020,CY260670,1.0,5
6021,MH294822,1.0,5
6022,MH294864,1.0,5
6023,MH126617,1.0,5
6024,MH082812,1.0,5
6025,MH586396,1.0,5
6026,MH601081,1.0,5
6027,MH082532,1.0,5
6028,MH586452,1.0,5
6029,MH586404,1.0,5
6030,CY260905,1.0,5
6031,CY260527,1.0,5
6032,CY260559,1.0,5
6033,MH294840,1.0,5
6034,CY260042,1.0,5
6035,CY264203,1.0,5
6036,CY264187,1.0,5
6037,CY255941,1.0,5
6038,CY260662,1.0,5
6039,CY261225,1.0,5
6040,CY261551,1.0,5
6041,MH126433,1.0,5
6042,MH294890,1.0,5
6043,CY261240,1.0,5
6044,CY266050,1.0,5
6045,CY260921,1.0,5
6046,MH082281,1.0,5
6047,MH083024,1.0,5
6048,CY260841,1.0,5
6049,MH131654,1.0,5
6050,CY261343,1.0,5
6051,CY261359,1.0,5
6052,MH306802,1.0,5
6053,MH601867,1.0,5
6054,MH600745,1.0,5
6055,CY260702,1.0,5
6056,CY258444,1.0,5
6057,MH126745,1.0,5
6058,MH082651,1.0,5
6059,CY255997,1.0,5
6060,MH358606,1.0,5
6061,CY243463,1.0,5
6062,CY249963,1.0,5
6063,MH307295,1.0,5
6064,MH586188,1.0,5
6065,MH294717,1.0,5
6066,CY258116,1.0,5
6067,MG974906,1.0,5
6068,MG279314,1.0,5
6069,MH294716,1.0,5
6070,CY260630,1.0,5
6071,CY244990,1.0,5
6072,CY247070,1.0,5
6073,CY260873,1.0,5
6074,CY266431,1.0,5
6075,CY243718,1.0,5
6076,CY239984,1.0,5
6077,CY243647,1.0,5
6078,CY244521,1.0,5
6079,CY256133,1.0,5
6080,MH127169,1.0,4
6081,MH602066,1.0,4
6082,CY260778,1.0,4
6083,CY242270,1.0,4
6084,MH080259,1.0,4
6085,CY264361,1.0,4
6086,CY260961,1.0,4
6087,MH600801,1.0,4
6088,CY239904,1.0,4
6089,CY240016,1.0,4
6090,CY247126,1.0,4
6091,CY249995,1.0,4
6092,CY239968,1.0,4
6093,CY244585,1.0,4
6094,MH127121,1.0,4
6095,CY247197,1.0,4
6096,MH443459,1.0,4
6097,CY243599,1.0,4
6098,CY244974,1.0,4
6099,MH294722,1.0,4
6100,MH082523,1.0,4
6101,MH082220,1.0,4
6102,MH082701,1.0,4
6103,MH294949,1.0,4
6104,MH246794,1.0,4
6105,MH540789,1.0,4
6106,MH246711,1.0,4
6107,CY235912,1.0,4
6108,CY247166,1.0,4
6109,CY266351,1.0,4
6110,MH601434,1.0,4
6111,MH131414,1.0,4
6112,MH669739,1.0,4
6113,CY266178,1.0,4
6114,CY266847,1.0,4
6115,CY266855,1.0,4
6116,CY234578,1.0,4
6117,CY232404,1.0,4
6118,MH082932,1.0,4
6119,MH602177,1.0,4
6120,MH294928,1.0,3
6121,MH294770,1.0,3
6122,MH294723,1.0,3
6123,CY243519,1.0,3
6124,MG021161,1.0,3
6125,CY266479,1.0,3
6126,MH358694,1.0,3
6127,MH358654,1.0,3
6128,MH246543,0.6666666666666666,6
6129,MH233463,0.6666666666666666,6
6130,MH126922,0.6666666666666666,6
6131,MH082443,0.6666666666666666,6
6132,CY264385,0.6666666666666666,6
6133,MH246655,0.6666666666666666,6
6134,MH601123,0.6666666666666666,6
6135,CY266639,0.6666666666666666,6
6136,CY266879,0.6666666666666666,6
6137,MH294739,0.6666666666666666,6
6138,MH586196,0.6666666666666666,6
6139,MH586140,0.6666666666666666,6
6140,CY258300,0.6666666666666666,6
6141,MH307023,0.6666666666666666,6
6142,MH246759,0.6666666666666666,6
6143,CY266567,0.6666666666666666,6
6144,CY266615,0.6666666666666666,6
6145,CY266751,0.6666666666666666,6
6146,CY266543,0.6666666666666666,6
6147,CY266839,0.6666666666666666,6
6148,CY266463,0.6666666666666666,6
6149,CY266775,0.6666666666666666,6
6150,CY266711,0.6666666666666666,6
6151,CY266823,0.6666666666666666,6
6152,CY266687,0.6666666666666666,6
6153,CY266727,0.6666666666666666,6
6154,CY266495,0.6666666666666666,6
6155,CY266399,0.6,5
6156,MH307015,0.6666666666666666,6
6157,MH126641,0.6666666666666666,6
6158,MH600977,0.6666666666666666,6
6159,MH601418,0.6666666666666666,6
6160,CY264441,0.6666666666666666,6
6161,MH443699,0.6666666666666666,6
6162,CY261495,0.6666666666666666,6
6163,MH294825,0.6666666666666666,6
6164,CY234842,0.6666666666666666,6
6165,MH294885,0.6666666666666666,6
6166,MH080267,0.6666666666666666,6
6167,CY242366,0.6666666666666666,6
6168,CY245270,0.6666666666666666,6
6169,MH294924,0.6666666666666666,6
6170,MG974562,0.6666666666666666,6
6171,MH294929,0.6666666666666666,6
6172,CY258220,0.6666666666666666,6
6173,CY258228,0.6666666666666666,6
6174,MH294860,0.6666666666666666,6
6175,CY256109,0.6,5
6176,CY255861,0.6,5
6177,CY264243,0.6,5
6178,MH306847,0.6,5
6179,MH701388,0.6,5
6180,MH701100,0.6,5
6181,MH082908,0.6,5
6182,MH701380,0.6,5
6183,CY265013,0.6,5
6184,MH131566,0.6,5
6185,CY264862,0.6,5
6186,MH246471,0.6,5
6187,MH126411,0.6,5
6188,CY264345,0.6,5
6189,CY264521,0.6,5
6190,MH306871,0.6,5
6191,CY261679,0.6,5
6192,CY266607,0.6,5
6193,MH601841,0.6,5
6194,MH127307,0.6,5
6195,MH079907,0.6,5
6196,MH126505,0.6,5
6197,CY235984,0.6,5
6198,CY266895,0.6,5
6199,CY235920,0.6,5
6200,CY250635,0.6,5
6201,CY257941,0.6,5
6202,CY260295,0.6,5
6203,CY247102,0.6,5
6204,MG279254,0.6,5
6205,MH586092,0.6,5
6206,CY265029,0.75,4
6207,MH701244,0.75,4
6208,CY266767,0.75,4
6209,CY256173,1.0,3
6210,CY223894,1.0,3
6211,CY259255,1.0,3
6212,CY222045,1.0,3
6213,CY264973,1.0,3
6214,CY221758,1.0,3
6215,CY214114,1.0,3
6216,MH294869,0.875,8
6217,MH294926,0.875,8
6218,MH294867,0.875,8
6219,MH294891,0.875,8
6220,CY264910,0.875,8
6221,MH081859,0.875,8
6222,MH307224,0.875,8
6223,MH601826,0.875,8
6224,MH669563,0.875,8
6225,MH126385,0.875,8
6226,MH586292,0.875,8
6227,MG830968,0.875,8
6228,MH294925,0.875,8
6229,MH294814,0.875,8
6230,MH126681,0.875,8
6231,MH601210,0.875,8
6232,MH586348,0.875,8
6233,MH083040,0.875,8
6234,MH358479,0.875,8
6235,MH600697,0.875,8
6236,MH602146,0.875,8
6237,MH126316,0.875,8
6238,MH701364,0.875,8
6239,MH294766,0.875,8
6240,MH294829,0.875,8
6241,MH126569,0.875,8
6242,MH307303,0.875,8
6243,MH233551,0.875,8
6244,MH126657,0.875,8
6245,MH131614,0.875,8
6246,MH358598,0.875,8
6247,MH586164,0.875,8
6248,MH358902,0.875,8
6249,MH540901,0.875,8
6250,MH083148,0.875,8
6251,CY265213,0.875,8
6252,CY260010,0.875,8
6253,MH082436,0.875,8
6254,MH126785,0.875,8
6255,CY261447,0.875,8
6256,MH701044,0.875,8
6257,MH701028,0.875,8
6258,MH701020,0.875,8
6259,CY265125,0.875,8
6260,MH082660,0.875,8
6261,MH233399,0.875,8
6262,MH306823,0.875,8
6263,MH600570,0.875,8
6264,MH233519,0.875,8
6265,CY264163,0.875,8
6266,MH601073,0.875,8
6267,MH080027,0.875,8
6268,CY264806,0.875,8
6269,MH601017,0.875,8
6270,MH358790,0.875,8
6271,MH127337,0.875,8
6272,MH233559,0.875,8
6273,MH540869,0.875,8
6274,MH701556,0.875,8
6275,MH701468,0.875,8
6276,MH701356,0.875,8
6277,MH080251,0.875,8
6278,MH586236,0.875,8
6279,MH601539,0.875,8
6280,MH358526,0.875,8
6281,MH358646,0.875,8
6282,MH540925,0.875,8
6283,MH082028,0.875,8
6284,MH082011,0.875,8
6285,MH082020,0.875,8
6286,MG974586,0.875,8
6287,MH127364,0.875,8
6288,MH126953,0.875,8
6289,MH358914,0.875,8
6290,MG831066,0.875,8
6291,MH246391,0.875,8
6292,MH585830,0.875,8
6293,MH443580,0.875,8
6294,MH585900,0.875,8
6295,CY264989,0.875,8
6296,MH601938,0.875,8
6297,MH601113,0.875,8
6298,MH127189,0.875,8
6299,MH083011,0.875,8
6300,MH246887,0.875,8
6301,MH233567,0.875,8
6302,MH127313,0.875,8
6303,MH126529,0.875,8
6304,MH126545,0.875,8
6305,MH600721,0.875,8
6306,MH126729,0.875,8
6307,MH600953,0.875,8
6308,MH600945,0.875,8
6309,MH307151,0.875,8
6310,MH586468,0.875,8
6311,MH600554,0.875,8
6312,MH602185,0.875,8
6313,MH306999,0.875,8
6314,MH443684,0.875,8
6315,MG974410,0.875,8
6316,MH601233,0.875,8
6317,CY264267,0.875,8
6318,MH358774,0.875,8
6319,MH246423,0.875,8
6320,MH127081,0.875,8
6321,MH246247,0.875,8
6322,MH126648,0.875,8
6323,MH358742,0.875,8
6324,MH233487,0.875,8
6325,MH600601,0.875,8
6326,MG914315,0.875,8
6327,MH294708,0.875,8
6328,MH294835,0.875,8
6329,MH701084,0.875,8
6330,MH294749,0.875,8
6331,MH700956,0.875,8
6332,MH701332,0.875,8
6333,MH294817,0.875,8
6334,MH701540,0.875,8
6335,MH701076,0.875,8
6336,MH601033,0.875,8
6337,CY260034,0.875,8
6338,MH126801,0.875,8
6339,MH127385,0.875,8
6340,MH082840,0.875,8
6341,MH126704,0.875,8
6342,MH082075,0.875,8
6343,MH126761,0.875,8
6344,MH602117,0.875,8
6345,CY265069,0.875,8
6346,MH233527,0.875,8
6347,MH601738,0.875,8
6348,MH586044,0.875,8
6349,MH126555,0.875,8
6350,MH701276,0.875,8
6351,MH246927,0.875,8
6352,MH600609,0.875,8
6353,MH585908,0.875,8
6354,MH307311,0.875,8
6355,MH246415,0.875,8
6356,MH246375,0.875,8
6357,MH701036,0.875,8
6358,CY265077,0.875,8
6359,MH082388,0.875,8
6360,CY264497,0.875,8
6361,MH443644,0.875,8
6362,MH586300,0.875,8
6363,MH126721,0.875,8
6364,MH586156,0.875,8
6365,MH602108,0.875,8
6366,MH131486,0.875,8
6367,MH669747,0.875,8
6368,MH601041,0.875,8
6369,MH126857,0.875,8
6370,CY264315,0.875,8
6371,MH600769,0.875,8
6372,MH601649,0.875,8
6373,MH131438,0.875,8
6374,MH601625,0.875,8
6375,CY261543,0.875,8
6376,MH126377,0.875,8
6377,MH246751,0.875,8
6378,MH358755,0.875,8
6379,MH586068,0.875,8
6380,MH443652,0.875,8
6381,MH306863,0.875,8
6382,MH079979,0.875,8
6383,MG830905,0.875,8
6384,MG830921,0.875,8
6385,MG830914,0.875,8
6386,MG830898,0.875,8
6387,MH126888,0.875,8
6388,MH669421,0.875,8
6389,MH669798,0.875,8
6390,MH294876,0.875,8
6391,MH294894,0.875,8
6392,MH586276,0.875,8
6393,MH669766,0.875,8
6394,MH082628,0.875,8
6395,MH358465,0.875,8
6396,MH585892,0.875,8
6397,MH306811,0.875,8
6398,MH082052,0.875,8
6399,MH081924,0.875,8
6400,MH246591,0.875,8
6401,MH131358,0.875,8
6402,MH233366,0.875,8
6403,MH358558,0.875,8
6404,MH602106,0.875,8
6405,MH358734,0.875,8
6406,MH082404,0.875,8
6407,MH246839,0.875,8
6408,MH081940,0.875,8
6409,MH079963,0.875,8
6410,MH600668,0.875,8
6411,MH600817,0.875,8
6412,MH080107,0.875,8
6413,MH701412,0.875,8
6414,MH233546,0.875,8
6415,MH080139,0.875,8
6416,MH540797,0.875,8
6417,MH540933,0.875,8
6418,MH127049,0.875,8
6419,MH233479,0.875,8
6420,MH601182,0.875,8
6421,MH540913,0.875,8
6422,MH358614,0.875,8
6423,MH233495,0.875,8
6424,CY264997,0.875,8
6425,MH082668,0.875,8
6426,MH601977,0.875,8
6427,MH601483,0.875,8
6428,MH126307,0.875,8
6429,MH669489,0.875,8
6430,MH358638,0.875,8
6431,MG974810,0.875,8
6432,MH246519,0.875,8
6433,MH081883,0.875,8
6434,MH307319,0.875,8
6435,MH540845,0.875,8
6436,MH131550,0.875,8
6437,MH082117,0.875,8
6438,MH586524,0.875,8
6439,MH294837,0.875,8
6440,CY264553,0.875,8
6441,MH127089,0.875,8
6442,CY256205,0.875,8
6443,CY264307,0.875,8
6444,MH602002,0.875,8
6445,CY261607,0.875,8
6446,MH233471,0.875,8
6447,MH600705,0.875,8
6448,MH586148,0.875,8
6449,MH586028,0.875,8
6450,CY264957,0.875,8
6451,MH083052,0.875,8
6452,MH080187,0.875,8
6453,MH307242,0.875,8
6454,MH080171,0.875,8
6455,MH080243,0.875,8
6456,CY264758,0.875,8
6457,CY245246,0.875,8
6458,CY265109,0.875,8
6459,MG831147,0.875,8
6460,MH585956,0.875,8
6461,MH294757,0.875,8
6462,MH294767,0.875,8
6463,MH701260,0.875,8
6464,MH701092,0.875,8
6465,MH701340,0.875,8
6466,MH083132,0.875,8
6467,MH294930,0.875,8
6468,MG974898,0.875,8
6469,CY264291,0.875,8
6470,MH246687,0.875,8
6471,MH246703,0.875,8
6472,MH358766,0.875,8
6473,MH585924,0.875,8
6474,MH083116,0.875,8
6475,MH586180,0.875,8
6476,MH540938,0.875,8
6477,CY265021,0.875,8
6478,CY264100,0.875,8
6479,MH601666,0.875,8
6480,MH131510,0.875,8
6481,MH080179,0.875,8
6482,CY264107,0.875,8
6483,MH233407,0.875,8
6484,MH586020,0.875,8
6485,MH600673,0.875,8
6486,MH082372,0.875,8
6487,MH131670,0.875,8
6488,MH082395,0.875,8
6489,MH082293,0.875,8
6490,MH127249,0.875,8
6491,MH306675,0.875,8
6492,CY264449,1.0,7
6493,MH586500,1.0,7
6494,MG974802,1.0,7
6495,CY261335,1.0,7
6496,MH082227,1.0,7
6497,MH601458,1.0,7
6498,MH082509,1.0,7
6499,MH294868,1.0,7
6500,MH246679,1.0,7
6501,MH669667,1.0,7
6502,MG831050,1.0,7
6503,CY264577,1.0,7
6504,MH358710,1.0,7
6505,MH600617,1.0,7
6506,MH126356,1.0,7
6507,MH233391,1.0,7
6508,MH127345,1.0,7
6509,MH127412,1.0,7
6510,MH601796,1.0,7
6511,MG974317,1.0,7
6512,CY258308,1.0,7
6513,MH586532,1.0,7
6514,MH294901,1.0,7
6515,MH081969,1.0,7
6516,MH082421,1.0,7
6517,CY250515,1.0,7
6518,CY261113,1.0,7
6519,MH306895,1.0,7
6520,CY250075,1.0,7
6521,CY264926,1.0,7
6522,CY243655,1.0,7
6523,CY261081,1.0,7
6524,MH600884,1.0,7
6525,CY265061,1.0,7
6526,MH307146,1.0,7
6527,MH294758,1.0,7
6528,MH294736,1.0,7
6529,CY261328,1.0,7
6530,MH601728,1.0,7
6531,CY264283,1.0,7
6532,CY245358,1.0,7
6533,MH294714,1.0,7
6534,MH294742,1.0,7
6535,MH082332,1.0,7
6536,MH358726,1.0,7
6537,CY255805,1.0,7
6538,MG974634,1.0,7
6539,MH131598,1.0,7
6540,CY245414,1.0,7
6541,MH131582,1.0,7
6542,MH126862,1.0,7
6543,MG974514,1.0,7
6544,MH586308,1.0,7
6545,CY250499,1.0,7
6546,CY261503,1.0,7
6547,MH586252,1.0,7
6548,MG831090,1.0,7
6549,MH294857,1.0,7
6550,MG974706,1.0,7
6551,MH601426,1.0,7
6552,MH358686,1.0,7
6553,MH294836,1.0,7
6554,MH127393,1.0,7
6555,CY264529,1.0,7
6556,CY258212,1.0,7
6557,CY258204,1.0,7
6558,MH294873,1.0,7
6559,MH294941,1.0,7
6560,MH307335,1.0,7
6561,MH246810,1.0,7
6562,MH246823,1.0,7
6563,MG974554,1.0,7
6564,MH081932,1.0,7
6565,MH082140,1.0,7
6566,MH586268,1.0,7
6567,MH601306,1.0,7
6568,MH080123,1.0,7
6569,CY260371,1.0,7
6570,CY247062,1.0,7
6571,CY249891,1.0,7
6572,MH246743,1.0,7
6573,MH602051,1.0,7
6574,CY264846,1.0,7
6575,CY258037,1.0,7
6576,MG974386,1.0,7
6577,MH082756,1.0,7
6578,MH306957,1.0,7
6579,MH246863,1.0,7
6580,CY257981,1.0,7
6581,CY260519,1.0,7
6582,MH600534,1.0,7
6583,MH669603,1.0,7
6584,CY255933,1.0,7
6585,MH294934,1.0,7
6586,MH294935,1.0,7
6587,MH079983,1.0,7
6588,MH701508,1.0,7
6589,MH294951,1.0,7
6590,MH294866,1.0,7
6591,MH585852,1.0,7
6592,MG914411,1.0,7
6593,MG974850,1.0,7
6594,MH082924,1.0,7
6595,MH294878,1.0,7
6596,CY264457,1.0,7
6597,MH080147,1.0,7
6598,MH127217,1.0,7
6599,MH080163,1.0,7
6600,CY260793,1.0,7
6601,MH127257,1.0,7
6602,MH246831,1.0,7
6603,MH358750,1.0,7
6604,CY265141,1.0,7
6605,MH307111,1.0,7
6606,CY249883,1.0,7
6607,CY264902,1.0,7
6608,MH127329,1.0,7
6609,MH233439,1.0,7
6610,MH082604,1.0,7
6611,MH083060,1.0,7
6612,MH294938,1.0,7
6613,CY246990,1.0,7
6614,MH601520,1.0,7
6615,MH126753,1.0,7
6616,MH294834,1.0,7
6617,CY266018,1.0,7
6618,MH601858,1.0,7
6619,MH233511,1.0,7
6620,CY258060,1.0,7
6621,MH082992,1.0,7
6622,MH246495,1.0,7
6623,CY261320,1.0,7
6624,CY264171,1.0,7
6625,CY250531,1.0,7
6626,CY250523,1.0,7
6627,MH669691,1.0,7
6628,MH081980,1.0,7
6629,CY245158,1.0,7
6630,MH083036,1.0,7
6631,MH082083,1.0,7
6632,MH586516,1.0,7
6633,MH127097,1.0,7
6634,MH131526,1.0,7
6635,MH602137,1.0,7
6636,CY244737,1.0,7
6637,CY247189,1.0,7
6638,MH081947,1.0,7
6639,CY260817,1.0,7
6640,CY264766,1.0,7
6641,MH600660,1.0,7
6642,MH126849,1.0,7
6643,MH131630,1.0,7
6644,MH294718,1.0,7
6645,CY261383,1.0,7
6646,CY256365,1.0,7
6647,MH126362,1.0,7
6648,MH600753,1.0,7
6649,MH081993,1.0,7
6650,CY266122,1.0,7
6651,CY261511,1.0,7
6652,CY261479,1.0,7
6653,CY260551,1.0,7
6654,CY264513,1.0,7
6655,CY256253,1.0,7
6656,MH294893,1.0,7
6657,MH294812,1.0,7
6658,MH294813,1.0,7
6659,MH601602,1.0,7
6660,MH294846,1.0,7
6661,CY261399,1.0,7
6662,MH601833,1.0,7
6663,MH586100,1.0,7
6664,MH294931,1.0,7
6665,CY255909,1.0,7
6666,CY247086,1.0,7
6667,CY245150,1.0,7
6668,CY264838,1.0,7
6669,CY256069,1.0,7
6670,CY264235,1.0,7
6671,MG974610,1.0,8
6672,MH246663,1.0,8
6673,CY260130,1.0,8
6674,MH246407,1.0,8
6675,CY265053,1.0,8
6676,CY250699,1.0,8
6677,CY264131,1.0,8
6678,MH600922,1.0,8
6679,MH307175,1.0,7
6680,MH126817,1.0,7
6681,CY258332,1.0,7
6682,MH131374,1.0,7
6683,MH294939,1.0,7
6684,CY261232,1.0,7
6685,MH082364,1.0,7
6686,MH081865,1.0,7
6687,CY264545,1.0,7
6688,MH701348,1.0,7
6689,MH294743,1.0,7
6690,MH294806,1.0,7
6691,MH294728,1.0,7
6692,CY255965,1.0,7
6693,CY263192,1.0,7
6694,MH601963,1.0,7
6695,MH601513,1.0,7
6696,MH601643,1.0,7
6697,CY261463,1.0,7
6698,CY258100,1.0,7
6699,MH081850,1.0,7
6700,MH669458,1.0,7
6701,MH294732,1.0,7
6702,CY255917,1.0,7
6703,CY255981,1.0,7
6704,MH601351,1.0,7
6705,MH601386,1.0,7
6706,CY258052,1.0,7
6707,CY250563,1.0,7
6708,MH601378,1.0,7
6709,CY255901,1.0,7
6710,MH586220,1.0,7
6711,MH131294,1.0,7
6712,CY255869,1.0,7
6713,CY244649,1.0,7
6714,MH540968,1.0,7
6715,MH080043,1.0,7
6716,CY264798,1.0,7
6717,MH294853,1.0,7
6718,MH294855,1.0,7
6719,MH126969,1.0,7
6720,MG974698,1.0,7
6721,MH294856,1.0,7
6722,MH294854,1.0,7
6723,MH602031,1.0,7
6724,MH126809,1.0,7
6725,CY259994,1.0,7
6726,MH294954,1.0,7
6727,MH586284,1.0,7
6728,MH294811,1.0,7
6729,MH602041,1.0,7
6730,CY260833,1.0,7
6731,MH127225,1.0,7
6732,MH306815,1.0,7
6733,MH131558,1.0,7
6734,MH294862,1.0,7
6735,MH294759,1.0,7
6736,CY260066,1.0,7
6737,MH306784,1.0,7
6738,CY256221,1.0,7
6739,MH294729,1.0,7
6740,CY260018,1.0,7
6741,CY245470,1.0,7
6742,CY261280,1.0,7
