tip,WHO
CY259279,3c2
CY218982,3c2
CY215849,3c2
CY213290,3c2
CY216729,3c2
CY235848,3c2
CY222925,3c2
CY220111,3c2
CY227182,3c2
CY221942,3c2
CY223133,3c2
CY223774,3c2
CY224078,3c2
CY223085,3c2
CY228845,3c2
CY238235,3c2
CY227174,3c2
CY231012,3c2
CY234184,3c2
CY211954,3c2
KY949642,3c2
KY950107,3c2
CY244050,3c2
CY214978,3c2
CY259127,3c2
CY223910,3c2
CY244045,3c2
CY220631,3c2
CY214218,3c2
CY214458,3c2
KY435817,3c2
CY216489,3c2
CY234176,3c2
CY244116,3c2
CY231057,3c2
CY212530,3c2
CY212418,3c2
CY215002,3c2
KY583620,3c2
CY259023,3c2
CY244055,3c2
CY244164,3c2
KY583623,3c2
CY220431,3c2
MF673267,3c2
KY949649,3c2
MF673255,3c2
MF673275,3c2
MF673264,3c2
CY234893,3c2
MF673265,3c2
MF673250,3c2
MF673245,3c2
MF673253,3c2
MF673256,3c2
MF673269,3c2
MF673266,3c2
MF673273,3c2
MF673242,3c2
KY435824,3c2
MF599417,3c2
MF599427,3c2
MG431382,3c2
MG431386,3c2
KY435827,3c2
MG066687,3c2
MG066691,3c2
KY694983,3c2
CY244125,3c2
CY244069,3c2
CY244023,3c2
CY243963,3c2
MG856325,3c2
KY583507,3c2
CY244250,3c2
MF736999,3c2
MF182514,3c2
CY240103,3c2
MG856331,3c2
CY242302,3c2
CY244689,3c2
CY245446,3c2
CY244697,3c2
CY250587,3c2
CY223902,3c2
CY216313,3c2
CY216345,3c2
CY216337,3c2
CY245078,3c2
MG974330,3c2
CY257965,3c2
KY116470,3c2
CY239657,3c2
CY226815,3c2
CY235030,3c2
CY226783,3c2
CY244272,3c2
CY232348,3c2
CY238465,3c2
KY583691,3c2
CY214946,3c2
MH669619,3c2
CY214538,3c2
KY289044,3c2
CY223862,3c2
CY228509,3c2
CY212810,3c2
MH082156,3c2
KY950159,3c2
CY243926,3c2
MF182530,3c2
CY212538,3c2
MF736988,3c2
KY116526,3c2
CY216329,3c2
KY115902,3c2
CY254977,3c2
CY214250,3c2
CY243874,3c2
CY214234,3c2
CY215697,3c2
CY211890,3c2
CY243559,3c2
CY243607,3c2
CY239896,3c2
MG693001,3c2
CY242046,3c2
CY216241,3c2
CY228749,3c2
CY216529,3c2
CY222037,3c2
CY234610,3c2
CY243896,3c2
CY244071,3c2
CY244064,3c2
CY223710,3c2
CY228613,3c2
CY210353,3c2
CY216617,3c2
CY216265,3c2
CY255553,3c2
CY216209,3c2
CY244273,3c2
CY244411,3c2
CY243972,3c2
CY244232,3c2
CY215897,3c2
CY259279,3c2
CY218982,3c2
CY215849,3c2
CY213290,3c2
CY216729,3c2
CY235848,3c2
CY222925,3c2
CY220111,3c2
CY227182,3c2
CY221942,3c2
CY223133,3c2
CY223774,3c2
CY224078,3c2
CY223085,3c2
CY228845,3c2
CY238235,3c2
CY227174,3c2
CY231012,3c2
CY234184,3c2
CY211954,3c2
CY243559,3c2
CY243607,3c2
CY239896,3c2
MG693001,3c2
CY242046,3c2
CY216241,3c2
CY228749,3c2
CY216529,3c2
CY222037,3c2
CY234610,3c2
CY243896,3c2
CY244071,3c2
CY244064,3c2
CY223710,3c2
CY228613,3c2
CY210353,3c2
CY216617,3c2
CY216265,3c2
CY255553,3c2
CY216209,3c2
CY244273,3c2
CY244411,3c2
CY243972,3c2
CY244232,3c2
CY215897,3c2
CY259279,3c2
MF599417,3c2
MF599427,3c2
MG431382,3c2
MG431386,3c2
KY435827,3c2
MG066687,3c2
MG066691,3c2
KY694983,3c2
CY244125,3c2
CY244069,3c2
CY244023,3c2
CY243963,3c2
MG856325,3c2
KY583507,3c2
CY244250,3c2
MF736999,3c2
MF182514,3c2
CY240103,3c2
MG856331,3c2
CY242302,3c2
CY244689,3c2
CY245446,3c2
CY244697,3c2
CY250587,3c2
CY223902,3c2
CY216313,3c2
CY216345,3c2
CY216337,3c2
CY245078,3c2
MG974330,3c2
CY257965,3c2
KY116470,3c2
CY239657,3c2
CY226815,3c2
CY235030,3c2
CY226783,3c2
CY244272,3c2
CY232348,3c2
CY238465,3c2
KY583691,3c2
CY214946,3c2
MH669619,3c2
CY214538,3c2
KY289044,3c2
CY223862,3c2
MF736977,3c2
KY583618,3c2
KY288892,3c2
CY216737,3c2
CY222997,3c2
CY216633,3c2
KY115934,3c2
CY212490,3c2
CY223205,3c2
CY215130,3c2
CY213130,3c2
CY239912,3c2
CY240095,3c2
MH541014,3c2
CY240024,3c2
CY246966,3c2
CY242294,3c2
CY242286,3c2
CY244657,3c2
MH443539,3c2
MH131574,3c2
MH294955,3c2
CY260937,3c2
MH080283,3c2
CY245214,3c2
CY245438,3c2
MG974842,3c2
MH294828,3c2
CY260026,3c2
CY261161,3c2
CY256197,3c2
CY245310,3c2
MH294826,3c2
MH294735,3c2
CY249971,3c2
MH585940,3c2
CY260733,3c2
MG279262,3c2
MH393250,3c2
MG066689,3c2
CY243583,3c2
CY245126,3c2
CY243726,3c2
CY216257,3c2
KY697318,3c2
KY003413,3c2
KX416624,3c2
CY216257,3c2
KY697318,3c2
KY003413,3c2
KX416624,3c2
CY216257,3c2
KY697318,3c2
KY003413,3c2
CY234530,3c2
CY234538,3c2
CY235568,3c2
CY230842,3c2
CY239952,3c2
CY230946,3c2
CY234858,3c2
MF673271,3c2
CY242246,3c2
MH305566,3c2
CY244761,3c2
CY244767,3c2
CY240047,3c2
CY223213,3c2
CY234738,3c2
CY230674,3c2
CY244393,3c2
MF182461,3c2
CY244167,3c2
CY238875,3c2
CY244224,3c2
CY244041,3c2
MF673282,3c2
CY227878,3c2
MF673277,3c2
MG066688,3c2
MG914259,A1
MG914155,A1
CY226759,A1
CY230085,A1
CY232356,A1
CY234490,A1
CY233432,A1
CY226767,A1
CY228933,A1
CY233448,A1
CY227926,A1
CY211779,A1
CY228701,A1
MG914259,A1
MG914155,A1
CY226759,A1
CY230085,A1
CY232356,A1
CY234490,A1
CY233432,A1
CY226767,A1
CY228933,A1
CY233448,A1
CY227926,A1
CY211779,A1
MG914259,A1
MG914155,A1
CY226759,A1
CY230085,A1
CY232356,A1
CY234490,A1
CY233432,A1
CY226767,A1
CY228933,A1
CY233448,A1
CY227926,A1
CY211779,A1
CY226759,A1
CY230085,A1
CY232356,A1
CY234490,A1
CY233432,A1
CY226767,A1
CY228933,A1
CY233448,A1
CY227926,A1
CY228701,A1
CY210767,A1
CY210759,A1
CY222029,A1
KY289590,A1
KY116302,A1
CY216073,A1
KY583640,A1
CY244386,A1
CY234891,A1
CY216673,A1
CY255417,A1
CY254361,A1
CY254889,A1
CY254321,A1
CY254985,A1
CY211697,A1
CY254753,A1
KY583641,A1
CY255201,A1
CY234982,A1
KY289347,A1
CY254657,A1
CY254505,A1
CY244400,A1
CY244387,A1
CY243893,A1
CY243936,A1
MF182472,A1
MF182477,A1
MF182491,A1
CY227702,A1
CY244153,A1
CY228541,A1
CY235648,A1
CY216089,A1
CY214730,A1
CY232396,A1
CY244198,A1
KY697326,A1
CY216289,A1
CY227126,A1
KY583724,A1
CY216705,A1
MG928453,A1
CY235592,A1
CY220455,A1
CY223277,A1
CY212954,A1
CY223149,A1
CY216521,A1
CY239880,A1
CY239872,A1
CY232316,A1
CY228365,A1
CY221957,A1
CY238891,A1
MF182469,A1
CY221965,A1
CY214162,A1
CY225414,A1
CY243431,A1
MF993047,A1
CY221910,A1
CY216249,A1
CY225270,A1
CY225286,A1
CY228909,A1
CY220311,A1
CY213146,A1
CY259199,A1
CY259359,A1
CY234506,A1
KY583726,A1
KY583688,A1
CY244245,A1
KY583725,A1
CY234953,A1
CY244101,A1
CY223990,A1
CY232540,A1
CY245198,A1
MH131350,A1
CY243979,A1
CY235488,A1
CY234826,A1
CY232500,A1
CY214026,A1
CY244012,A1
CY223814,A1
CY244398,A1
CY243872,A1
MF182504,A1
CY230021,A1
CY221934,A1
CY234288,A1
CY232618,A1
CY216569,A1
CY231099,A1
CY224158,A1
CY243439,A1
CY222781,A1
CY210377,A1
CY218166,A1
KY949821,A1
KY950053,A1
KY949986,A1
CY218142,A1
CY226503,A1
CY218150,A1
CY233306,A1
CY216769,A1
CY234474,A1
CY223982,A1
CY220447,A1
CY232602,A1
CY223045,A1
CY259063,A1
CY226719,A1
CY215034,A1
CY221878,A1
CY214842,A1
MF182524,A1
KY583715,A1
KY583719,A1
CY244410,A1
CY244008,A1
KY583716,A1
KY583717,A1
CY244065,A1
CY244066,A1
KY583718,A1
CY234926,A1
CY214578,A1
CY220183,A1
CY232420,A1
CY224878,A1
CY214954,A1
CY212994,A1
CY212450,A1
CY244295,A1
CY212466,A1
CY216657,A1
CY244266,A1
CY244126,A1
CY227454,A1
CY228717,A1
CY216441,A1
CY234746,A1
CY223053,A1
CY216609,A1
CY226527,A1
CY227774,A1
MF182522,A1
CY230810,A1
CY222861,A1
CY211708,A1
CY210695,A1
KY949928,A1
KY949989,A1
CY233346,A1
CY230357,A1
CY234975,A1
CY220151,A1
CY216641,A1
MF673261,A1
CY230253,A1
CY244223,A1
CY244006,A1
CY210687,A1
KY116630,A1
CY215953,A1
CY244400,A1
CY244387,A1
CY243893,A1
CY243936,A1
MF182472,A1
MF182477,A1
MF182491,A1
CY227702,A1
CY244153,A1
CY228541,A1
CY235648,A1
CY216089,A1
CY214730,A1
CY232396,A1
CY244198,A1
KY697326,A1
CY216289,A1
CY227126,A1
KY583724,A1
CY216705,A1
MG928453,A1
CY235592,A1
CY220455,A1
CY223277,A1
CY212954,A1
CY223149,A1
CY216521,A1
CY239880,A1
CY239872,A1
CY232316,A1
CY228365,A1
CY221957,A1
CY238891,A1
MF182469,A1
CY221965,A1
CY214162,A1
CY225414,A1
CY243431,A1
MF993047,A1
CY221910,A1
CY216249,A1
CY225270,A1
CY225286,A1
CY228909,A1
CY220311,A1
CY213146,A1
CY259199,A1
CY259359,A1
CY234506,A1
KY583726,A1
KY583688,A1
CY244245,A1
KY583725,A1
CY234953,A1
CY244101,A1
CY223990,A1
CY232540,A1
CY245198,A1
MH131350,A1
CY243979,A1
CY235488,A1
CY234826,A1
CY232500,A1
CY214026,A1
CY244012,A1
CY223814,A1
CY244398,A1
CY243872,A1
MF182504,A1
CY230021,A1
CY221934,A1
CY234288,A1
CY232618,A1
CY216569,A1
CY231099,A1
CY224158,A1
CY243439,A1
CY222781,A1
CY210377,A1
CY218166,A1
KY949821,A1
KY950053,A1
KY949986,A1
CY239880,A1
CY239872,A1
CY232316,A1
CY228365,A1
CY221957,A1
CY238891,A1
MF182469,A1
CY221965,A1
CY214162,A1
CY225414,A1
CY218142,A1
CY226503,A1
CY218150,A1
CY233306,A1
CY216769,A1
CY234474,A1
CY223982,A1
CY220447,A1
CY232602,A1
CY223045,A1
CY259063,A1
CY226719,A1
CY215034,A1
CY221878,A1
CY214842,A1
MF182524,A1
KY583715,A1
KY583719,A1
CY244410,A1
CY244008,A1
KY583716,A1
KY583717,A1
CY244065,A1
CY244066,A1
KY583718,A1
CY234926,A1
CY214578,A1
CY220183,A1
CY232420,A1
CY224878,A1
CY214954,A1
CY212994,A1
CY212450,A1
CY244295,A1
CY212466,A1
CY216657,A1
CY244266,A1
CY244126,A1
CY227454,A1
CY228717,A1
CY216441,A1
CY234746,A1
CY223053,A1
CY216609,A1
CY226527,A1
CY227774,A1
MF182522,A1
CY230810,A1
CY222861,A1
CY211708,A1
CY210695,A1
KY949928,A1
KY949989,A1
CY233346,A1
CY230357,A1
CY234975,A1
CY220151,A1
CY216641,A1
MF673261,A1
CY230253,A1
CY244223,A1
CY244006,A1
CY210687,A1
KY116630,A1
CY215953,A1
CY218142,A1
CY226503,A1
CY218150,A1
CY233306,A1
CY216769,A1
CY234474,A1
CY223982,A1
CY220447,A1
CY232602,A1
CY223045,A1
CY259063,A1
CY226719,A1
CY215034,A1
CY221878,A1
CY214842,A1
MF182524,A1
KY583715,A1
KY583719,A1
CY244410,A1
CY244008,A1
KY583716,A1
KY583717,A1
CY244065,A1
CY244066,A1
KY583718,A1
CY234926,A1
CY214578,A1
CY220183,A1
CY232420,A1
CY224878,A1
CY214954,A1
CY212994,A1
CY212450,A1
CY244295,A1
CY212466,A1
CY216657,A1
CY244266,A1
CY244126,A1
CY227454,A1
CY228717,A1
CY216441,A1
CY234746,A1
CY223053,A1
CY216609,A1
CY226527,A1
CY227774,A1
MF182522,A1
CY230810,A1
CY222861,A1
CY211708,A1
CY210695,A1
KY949928,A1
KY949989,A1
CY233346,A1
CY230357,A1
CY234975,A1
CY220151,A1
CY216641,A1
MF673261,A1
CY230253,A1
CY244223,A1
CY244006,A1
CY210687,A1
KY116630,A1
CY215953,A1
CY257218,A1
CY240739,A1
CY257306,A1
CY257026,A1
CY257418,A1
CY257298,A1
CY257338,A1
CY257114,A1
CY257226,A1
CY257274,A1
CY257314,A1
CY257234,A1
CY257354,A1
CY257098,A1
CY240723,A1
CY257106,A1
CY257402,A1
CY257154,A1
CY257322,A1
CY257242,A1
CY257282,A1
CY240747,A1
CY257426,A1
CY257018,A1
CY257130,A1
CY257258,A1
CY209056,A1
KY289131,A1
CY217906,A1
CY214554,A1
CY211498,A1
CY211802,A1
CY212402,A1
KY003458,A1
KY116590,A1
CY243999,A1
CY210030,A1
KY583668,A1
CY208313,A1
KY583596,A1
CY234886,A1
KY583652,A1
CY234981,A1
KX416704,A1
CY211586,A1
KY116414,A1
KY583594,A1
CY212882,A1
KY116446,A1
KX917196,A1
CY244075,A1
KY583643,A1
KY583564,A1
CY216185,A1
CY212698,A1
CY214986,A1
CY243985,A1
CY243986,A1
CY234905,A1
CY220583,A1
KY435825,A1
CY228173,A1
CY214826,A1
CY221870,A1
CY255377,A1
KY116118,A1
CY211514,A1
CY244281,A1
CY244032,A1
CY234960,A1
CY235021,A1
CY243880,A1
CY210018,A1
MF673244,A1
CY216297,A1
CY254529,A1
CY255001,A1
CY219123,A1
CY234911,A1
KY949757,A1
CY243943,A1
KY949854,A1
CY216305,A1
KY949735,A1
KY949789,A1
KY949885,A1
KY949869,A1
CY211755,A1
CY209360,A1
KY116134,A1
KY949902,A1
KY950205,A1
KY949886,A1
KY949936,A1
CY216185,A1
CY212698,A1
CY214986,A1
CY243985,A1
CY243986,A1
CY234905,A1
CY220583,A1
KY435825,A1
CY228173,A1
CY214826,A1
CY221870,A1
CY255377,A1
KY116118,A1
CY211514,A1
CY244281,A1
CY244032,A1
CY234960,A1
CY235021,A1
CY243880,A1
CY210018,A1
MF673244,A1
CY216297,A1
CY254529,A1
CY255001,A1
CY219123,A1
CY234911,A1
KY949757,A1
CY243943,A1
KY949854,A1
CY216305,A1
KY949735,A1
KY949789,A1
KY949885,A1
KY949869,A1
CY211755,A1
CY209360,A1
KY116134,A1
KY949902,A1
KY950205,A1
KY949886,A1
CY213258,A1
CY212642,A1
CY234955,A1
CY215146,A1
CY218222,A1
CY210416,A1
CY216577,A1
CY210488,A1
CY210791,A1
CY214810,A1
KY583591,A1
CY212650,A1
CY227094,A1
CY213154,A1
CY222837,A1
CY220751,A1
CY220271,A1
CY220239,A1
MF182512,A1
CY244163,A1
CY227918,A1
CY209352,A1
CY211506,A1
CY226743,A1
CY264713,A1
CY234992,A1
CY216353,A1
CY235031,A1
CY228102,A1
CY228094,A1
CY213218,A1
CY210615,A1
CY209312,A1
CY235007,A1
CY243868,A1
CY212578,A1
CY214762,A1
CY244046,A1
CY212866,A1
CY211922,A1
CY255209,A1
KY116278,A1
CY255465,A1
KY116310,A1
CY255073,A1
CY255329,A1
CY255441,A1
CY255457,A1
CY255129,A1
KY003363,A1
CY254929,A1
KX916340,A1
CY254841,A1
KX916796,A1
CY213282,A1
CY209368,A1
KX916508,A1
KY289348,A1
CY254849,A1
CY255153,A1
CY255369,A1
CY255233,A1
KY116646,A1
KY116542,A1
KY288895,A1
KY583604,A1
CY255273,A1
CY254577,A1
CY254617,A1
CY212650,A1
CY227094,A1
CY213154,A1
CY222837,A1
CY220751,A1
CY220271,A1
CY220239,A1
MF182512,A1
CY244163,A1
CY227918,A1
CY209352,A1
CY211506,A1
CY226743,A1
CY264713,A1
CY234992,A1
CY216353,A1
CY235031,A1
CY228102,A1
CY228094,A1
CY213218,A1
CY210615,A1
CY209312,A1
CY235007,A1
CY243868,A1
CY212578,A1
CY214762,A1
CY244046,A1
CY212866,A1
CY211922,A1
CY255209,A1
KY116278,A1
CY255465,A1
KY116310,A1
CY255073,A1
CY255329,A1
CY255441,A1
CY255457,A1
CY255129,A1
KY003363,A1
CY254929,A1
KX916340,A1
CY254841,A1
KX916796,A1
CY213282,A1
CY209368,A1
KX916508,A1
KY289348,A1
CY254849,A1
CY255153,A1
CY255369,A1
CY255233,A1
KY116646,A1
KY116542,A1
KY288895,A1
KY583604,A1
CY255273,A1
CY254577,A1
CY212650,A1
CY227094,A1
CY213154,A1
CY222837,A1
CY220751,A1
CY220271,A1
CY220239,A1
MF182512,A1
CY244163,A1
CY227918,A1
CY209352,A1
CY211506,A1
CY226743,A1
CY264713,A1
CY234992,A1
CY216353,A1
CY235031,A1
CY228102,A1
CY228094,A1
CY213218,A1
CY210615,A1
CY209312,A1
CY235007,A1
CY243868,A1
CY212650,A1
CY227094,A1
CY213154,A1
CY222837,A1
CY220751,A1
CY220271,A1
CY220239,A1
MF182512,A1
CY244163,A1
CY227918,A1
CY209352,A1
CY211506,A1
KY583658,A1
CY254809,A1
CY216721,A1
CY255089,A1
CY255065,A1
CY255161,A1
CY254713,A1
CY254481,A1
CY254609,A1
KY115926,A1
CY255105,A1
CY211610,A1
KY116286,A1
CY255281,A1
CY254905,A1
CY255425,A1
CY254793,A1
CY254833,A1
CY255481,A1
CY255249,A1
CY209384,A1
MF673252,A1
CY220191,A1
CY220199,A1
CY223197,A1
CY244179,A1
CY216145,A1
CY210703,A1
CY226559,A1
KY583627,A1
KX917764,A1
KX415024,A1
CY225342,A1
CY235816,A1
CY212754,A1
CY216273,A1
MF182465,A1
CY244115,A1
CY209208,A1
KY003564,A1
KY289165,A1
CY214386,A1
CY244257,A1
CY213010,A1
CY213098,A1
CY234945,A1
KY116230,A1
KY003406,A1
CY212057,A1
CY209200,A1
CY212834,A1
KY289544,A1
CY255081,A1
CY215977,A1
CY255121,A1
KY289437,A1
CY230101,A1
KY116558,A1
CY255185,A1
CY255193,A1
CY254497,A1
CY210751,A1
CY254945,A1
CY215082,A1
CY230690,A1
CY230682,A1
CY214034,A1
CY215090,A1
KY116262,A1
CY234882,A1
KY435816,A1
CY254673,A1
CY234989,A1
CY215889,A1
CY255137,A1
KU591464,A1
CY254697,A1
CY234958,A1
CY255361,A1
CY255529,A1
CY255097,A1
CY212922,A1
CY254465,A1
CY259231,A1
CY254857,A1
CY215066,A1
CY254689,A1
CY255521,A1
CY212570,A1
KX916868,A1
KY003555,A1
CY254801,A1
CY214898,A1
CY255537,A1
CY211610,A1
KY116286,A1
CY255281,A1
CY254905,A1
CY255425,A1
CY254793,A1
CY254833,A1
CY255481,A1
CY255249,A1
CY209384,A1
MF673252,A1
CY220191,A1
CY220199,A1
CY223197,A1
CY244179,A1
CY216145,A1
CY210703,A1
CY226559,A1
KY583627,A1
KX917764,A1
KX415024,A1
CY225342,A1
CY235816,A1
CY212754,A1
CY216273,A1
MF182465,A1
CY244115,A1
CY209208,A1
KY003564,A1
KY289165,A1
CY214386,A1
CY244257,A1
CY213010,A1
CY213098,A1
CY234945,A1
KY116230,A1
KY003406,A1
CY212057,A1
CY209200,A1
CY212834,A1
KY289544,A1
CY255081,A1
CY215977,A1
CY255121,A1
KY289437,A1
CY230101,A1
KY116558,A1
CY255185,A1
CY255193,A1
CY254497,A1
CY210751,A1
CY254945,A1
CY215082,A1
CY230690,A1
CY230682,A1
CY214034,A1
CY215090,A1
KY116262,A1
CY234882,A1
KY435816,A1
CY254673,A1
CY234989,A1
CY215889,A1
CY255137,A1
KU591464,A1
CY254697,A1
CY234958,A1
CY255361,A1
CY255529,A1
CY255097,A1
CY212922,A1
CY254465,A1
CY259231,A1
CY254857,A1
CY215066,A1
CY254689,A1
CY255521,A1
CY212570,A1
KX916868,A1
KY003555,A1
CY254801,A1
CY211610,A1
KY116286,A1
CY255281,A1
CY254905,A1
CY255425,A1
CY254793,A1
CY254833,A1
CY255481,A1
CY255249,A1
CY209384,A1
MF673252,A1
CY220191,A1
CY220199,A1
CY223197,A1
CY244179,A1
CY216145,A1
CY210703,A1
CY226559,A1
KY583627,A1
KX917764,A1
KX415024,A1
CY225342,A1
CY235816,A1
CY211610,A1
KY116286,A1
CY255281,A1
CY254905,A1
CY255425,A1
CY254793,A1
CY254833,A1
CY255481,A1
CY255249,A1
CY209384,A1
MF673252,A1
CY220191,A1
CY220199,A1
CY223197,A1
CY244179,A1
CY216145,A1
CY210703,A1
CY226559,A1
CY212754,A1
CY216273,A1
MF182465,A1
CY244115,A1
CY209208,A1
KY003564,A1
KY289165,A1
CY214386,A1
CY244257,A1
CY213010,A1
CY213098,A1
CY234945,A1
KY116230,A1
KY003406,A1
CY212057,A1
CY209200,A1
CY212834,A1
KY289544,A1
KU591464,A1
CY254697,A1
CY234958,A1
CY255361,A1
CY255529,A1
CY255097,A1
CY212922,A1
CY254465,A1
CY259231,A1
CY254857,A1
CY215066,A1
CY254689,A1
CY255521,A1
CY212570,A1
KX916868,A1
CY226671,A3
CY244156,A3
CY226671,A3
CY244156,A3
CY226671,A3
CY244156,A3
CY244156,A3
CY210767,A3
CY210759,A3
CY258196,A3
MH294738,A3
MH601921,A3
CY243559,A3
CY243607,A3
CY239896,A3
MG693001,A3
CY216241,A3
CY228749,A3
CY216529,A3
CY222037,A3
CY234610,A3
CY243896,A3
CY244071,A3
CY244064,A3
CY223710,A3
CY228613,A3
CY210353,A3
CY216617,A3
CY216265,A3
CY255553,A3
CY216209,A3
CY244273,A3
CY244411,A3
CY243972,A3
CY244232,A3
CY215897,A3
CY259279,A3
CY218982,A3
CY215849,A3
CY213290,A3
CY216729,A3
CY235848,A3
CY222925,A3
CY220111,A3
CY227182,A3
CY221942,A3
CY223133,A3
CY223774,A3
CY224078,A3
CY223085,A3
CY228845,A3
CY238235,A3
CY227174,A3
CY231012,A3
CY234184,A3
CY211954,A3
KY949642,A3
KY950107,A3
CY244050,A3
CY214978,A3
CY259127,A3
CY223910,A3
CY244045,A3
CY220631,A3
CY214218,A3
CY214458,A3
KY435817,A3
CY216489,A3
CY234176,A3
CY244116,A3
CY231057,A3
CY212530,A3
CY212418,A3
CY215002,A3
KY583620,A3
CY259023,A3
CY244055,A3
CY244164,A3
KY583623,A3
CY220431,A3
MF673267,A3
KY949649,A3
MF673255,A3
MF673275,A3
MF673264,A3
CY234893,A3
MF673265,A3
MF673250,A3
MF673245,A3
MF673253,A3
MF673256,A3
MF673269,A3
MF673266,A3
MF673273,A3
MF673242,A3
KY435824,A3
MF599417,A3
MF599427,A3
MG431382,A3
MG431386,A3
KY435827,A3
MG066687,A3
MG066691,A3
KY694983,A3
CY244125,A3
CY244069,A3
CY244023,A3
CY243963,A3
MG856325,A3
KY583507,A3
CY244250,A3
MF736999,A3
MF182514,A3
CY240103,A3
MG856331,A3
CY242302,A3
CY244689,A3
CY245446,A3
CY244697,A3
CY250587,A3
CY223902,A3
CY216313,A3
CY216345,A3
CY216337,A3
CY245078,A3
MG974330,A3
CY257965,A3
KY116470,A3
CY239657,A3
CY226815,A3
CY235030,A3
CY226783,A3
CY244272,A3
CY232348,A3
CY238465,A3
KY583691,A3
CY214946,A3
MH669619,A3
CY214538,A3
KY289044,A3
CY223862,A3
CY228509,A3
CY212810,A3
MH082156,A3
KY950159,A3
CY243926,A3
MF182530,A3
CY212538,A3
MF736988,A3
KY116526,A3
CY216329,A3
KY115902,A3
CY254977,A3
CY214250,A3
CY243874,A3
CY214234,A3
CY215697,A3
CY211890,A3
CY255409,A3
CY243559,A3
CY243607,A3
CY239896,A3
MG693001,A3
CY216241,A3
CY228749,A3
CY216529,A3
CY222037,A3
CY234610,A3
CY243896,A3
CY244071,A3
CY244064,A3
CY223710,A3
CY228613,A3
CY210353,A3
CY216617,A3
CY216265,A3
CY255553,A3
CY216209,A3
CY244273,A3
CY244411,A3
CY243972,A3
CY244232,A3
CY215897,A3
CY259279,A3
CY218982,A3
CY215849,A3
CY213290,A3
CY216729,A3
CY235848,A3
CY222925,A3
CY220111,A3
CY227182,A3
CY221942,A3
CY223133,A3
CY223774,A3
CY224078,A3
CY223085,A3
CY228845,A3
CY238235,A3
CY227174,A3
CY231012,A3
CY234184,A3
CY211954,A3
KY949642,A3
KY950107,A3
CY244050,A3
CY214978,A3
CY259127,A3
CY223910,A3
CY244045,A3
CY220631,A3
CY214218,A3
CY214458,A3
KY435817,A3
CY216489,A3
CY234176,A3
CY244116,A3
CY231057,A3
CY212530,A3
CY212418,A3
CY215002,A3
KY583620,A3
CY259023,A3
CY244055,A3
CY244164,A3
KY583623,A3
CY220431,A3
MF673267,A3
KY949649,A3
MF673255,A3
MF673275,A3
MF673264,A3
CY234893,A3
MF673265,A3
MF673250,A3
MF673245,A3
MF673253,A3
MF673256,A3
MF673269,A3
MF673266,A3
MF673273,A3
MF673242,A3
KY435824,A3
MF599417,A3
MF599427,A3
MG431382,A3
MG431386,A3
KY435827,A3
MG066687,A3
MG066691,A3
KY694983,A3
CY244125,A3
CY244069,A3
CY244023,A3
CY243963,A3
MG856325,A3
KY583507,A3
CY244250,A3
MF736999,A3
MF182514,A3
CY240103,A3
MG856331,A3
CY242302,A3
CY244689,A3
CY245446,A3
CY244697,A3
CY250587,A3
CY223902,A3
CY216313,A3
CY216345,A3
CY216337,A3
CY245078,A3
MG974330,A3
CY257965,A3
KY116470,A3
CY239657,A3
CY226815,A3
CY235030,A3
CY226783,A3
CY244272,A3
CY232348,A3
CY238465,A3
KY583691,A3
CY214946,A3
MH669619,A3
CY214538,A3
KY289044,A3
CY223862,A3
CY228509,A3
CY212810,A3
MH082156,A3
KY950159,A3
CY243926,A3
MF182530,A3
CY212538,A3
MF736988,A3
KY116526,A3
CY216329,A3
KY115902,A3
CY254977,A3
CY214250,A3
CY243874,A3
CY214234,A3
CY215697,A3
CY211890,A3
CY243559,A3
CY243607,A3
CY239896,A3
MG693001,A3
CY216241,A3
CY228749,A3
CY216529,A3
CY222037,A3
CY234610,A3
CY243896,A3
CY244071,A3
CY244064,A3
CY223710,A3
CY228613,A3
CY210353,A3
CY216617,A3
CY216265,A3
CY255553,A3
CY216209,A3
CY244273,A3
CY244411,A3
CY243972,A3
CY244232,A3
CY215897,A3
CY259279,A3
CY218982,A3
CY215849,A3
CY213290,A3
CY216729,A3
CY235848,A3
CY222925,A3
CY220111,A3
CY227182,A3
CY221942,A3
CY223133,A3
CY223774,A3
CY224078,A3
CY223085,A3
CY228845,A3
CY238235,A3
CY227174,A3
CY231012,A3
CY234184,A3
CY211954,A3
CY243559,A3
CY243607,A3
CY239896,A3
MG693001,A3
CY216241,A3
CY228749,A3
CY216529,A3
CY222037,A3
CY234610,A3
CY243896,A3
CY244071,A3
CY244064,A3
CY223710,A3
CY228613,A3
CY210353,A3
CY216617,A3
CY216265,A3
CY255553,A3
CY216209,A3
CY244273,A3
CY244411,A3
CY243972,A3
CY244232,A3
CY215897,A3
CY259279,A3
MF599417,A3
MF599427,A3
MG431382,A3
MG431386,A3
KY435827,A3
MG066687,A3
MG066691,A3
KY694983,A3
CY244125,A3
CY244069,A3
CY244023,A3
CY243963,A3
MG856325,A3
KY583507,A3
CY244250,A3
MF736999,A3
MF182514,A3
CY240103,A3
MG856331,A3
CY242302,A3
CY244689,A3
CY245446,A3
CY244697,A3
CY250587,A3
CY223902,A3
CY216313,A3
CY216345,A3
CY216337,A3
CY245078,A3
MG974330,A3
CY257965,A3
